Field of Study,Field of Study 2,Correlation,fos_code,fos2_code,same_broad
14.01 General engineering,14.07 Chemical engineering,0.8215135282542608,14,14,same
14.01 General engineering,11.07 Computer science,0.8016455089328502,14,11,different
14.01 General engineering,40.08 Physics,0.7895291572292878,14,40,different
14.01 General engineering,"52.02 Business administration, management and operations",0.7856292987148283,14,52,different
14.01 General engineering,14.35 Industrial engineering,0.7701178285010005,14,14,same
14.01 General engineering,"52.01 Business/commerce, general",0.7673117533554067,14,52,different
14.01 General engineering,14.09 Computer engineering,0.7653490202978604,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.19 Mechanical engineering,0.7185339045470951,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering","14.10 Electrical, electronics and communications engineering",0.7014990753316444,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.01 General engineering,0.6906639012843035,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.35 Industrial engineering,0.6743396517387381,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.09 Computer engineering,0.6666573353895634,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.08 Civil engineering,0.6624886042729231,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",14.07 Chemical engineering,0.6517981115808045,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",15.15 Engineering-related fields,0.6517356880307089,14,15,different
"14.02 Aerospace, aeronautical and astronautical/space engineering","14.99 Engineering, other",0.6504535010808701,14,14,same
"14.02 Aerospace, aeronautical and astronautical/space engineering",49.01 Air transportation,0.6497221792549109,14,49,different
14.03 Agricultural engineering,01.11 Plant sciences,0.657793946215242,14,01,different
14.03 Agricultural engineering,01.10 Food science and technology,0.6516926167098177,14,01,different
14.03 Agricultural engineering,14.07 Chemical engineering,0.648903843304273,14,14,same
14.03 Agricultural engineering,26.12 Biotechnology,0.6398442724206023,14,26,different
14.03 Agricultural engineering,"14.99 Engineering, other",0.6373515011691069,14,14,same
14.03 Agricultural engineering,40.05 Chemistry,0.6350002014881171,14,40,different
14.03 Agricultural engineering,14.01 General engineering,0.634305353745711,14,14,same
14.03 Agricultural engineering,"01.00 Agriculture, general",0.6328342776146746,14,01,different
14.03 Agricultural engineering,01.09 Animal sciences,0.626739056715003,14,01,different
14.03 Agricultural engineering,14.08 Civil engineering,0.6266684724955324,14,14,same
14.04 Architectural engineering,15.15 Engineering-related fields,0.5441887272658936,14,15,different
14.04 Architectural engineering,04.02 Architecture,0.5427499523314457,14,04,different
14.04 Architectural engineering,04.09 Architectural sciences and technology,0.5136613922816528,14,04,different
14.04 Architectural engineering,14.33 Construction engineering,0.497181646806193,14,14,same
14.04 Architectural engineering,14.08 Civil engineering,0.4944866455281341,14,14,same
14.04 Architectural engineering,"11.99 Computer and information sciences and support services, other",0.4883242825353702,14,11,different
14.04 Architectural engineering,52.20 Construction management,0.4825788522086726,14,52,different
14.04 Architectural engineering,"04.99 Architecture and related services, other",0.47848573344703504,14,04,different
14.04 Architectural engineering,15.13 Drafting/design engineering technologies/technicians,0.47657297543595345,14,15,different
14.04 Architectural engineering,"04.03 City/urban, community and regional planning",0.4763343009725212,14,04,different
14.05 Biomedical/medical engineering,26.02 Biochemistry/biophysics and molecular biology,0.6495215041692546,14,26,different
14.05 Biomedical/medical engineering,26.08 Genetics,0.6333850581493745,14,26,different
14.05 Biomedical/medical engineering,40.08 Physics,0.6300640107871014,14,40,different
14.05 Biomedical/medical engineering,40.05 Chemistry,0.624249741414088,14,40,different
14.05 Biomedical/medical engineering,26.12 Biotechnology,0.62237987916317306,14,26,different
14.05 Biomedical/medical engineering,26.05 Microbiological sciences and immunology,0.6186496249584161,14,26,different
14.05 Biomedical/medical engineering,14.27 Systems engineering,0.6137267617959888,14,14,same
14.05 Biomedical/medical engineering,14.07 Chemical engineering,0.6118776069817327,14,14,same
14.05 Biomedical/medical engineering,"40.01 Physical sciences, general",0.6055274537210855,14,40,different
14.05 Biomedical/medical engineering,30.08 Mathematics and computer science,0.603228587688338,14,30,different
14.07 Chemical engineering,14.01 General engineering,0.8215135282542608,14,14,same
14.07 Chemical engineering,40.05 Chemistry,0.8093753388011227,14,40,different
14.07 Chemical engineering,14.19 Mechanical engineering,0.801729283253303,14,14,same
14.07 Chemical engineering,14.08 Civil engineering,0.7873494183616095,14,14,same
14.07 Chemical engineering,"14.10 Electrical, electronics and communications engineering",0.7715523606161568,14,14,same
14.07 Chemical engineering,14.35 Industrial engineering,0.7506091843818814,14,14,same
14.07 Chemical engineering,40.08 Physics,0.7505924113715058,14,40,different
14.07 Chemical engineering,14.09 Computer engineering,0.7493242979214352,14,14,same
14.07 Chemical engineering,"52.02 Business administration, management and operations",0.7473960786296826,14,52,different
14.07 Chemical engineering,11.07 Computer science,0.7404017042440183,14,11,different
14.08 Civil engineering,14.01 General engineering,0.8796624730357498,14,14,same
14.08 Civil engineering,14.19 Mechanical engineering,0.8362379966256854,14,14,same
14.08 Civil engineering,"14.10 Electrical, electronics and communications engineering",0.8245947950605178,14,14,same
14.08 Civil engineering,11.07 Computer science,0.8091845826223827,14,11,different
14.08 Civil engineering,14.07 Chemical engineering,0.7873494183616095,14,14,same
14.08 Civil engineering,04.09 Architectural sciences and technology,0.782198800217735,14,04,different
14.08 Civil engineering,"52.02 Business administration, management and operations",0.7790078997025774,14,52,different
14.08 Civil engineering,15.00 General engineering technologies/technicians,0.7672487751747405,14,15,different
14.08 Civil engineering,15.13 Drafting/design engineering technologies/technicians,0.7660190873120758,14,15,different
14.08 Civil engineering,"52.01 Business/commerce, general",0.7652684337859645,14,52,different
14.09 Computer engineering,11.07 Computer science,0.8733758086993025,14,11,different
14.09 Computer engineering,"11.01 Computer and information sciences and support services, general",0.8258586622554501,14,11,different
14.09 Computer engineering,"14.10 Electrical, electronics and communications engineering",0.8170145322296619,14,14,same
14.09 Computer engineering,27.01 Mathematics,0.8016557490578986,14,27,different
14.09 Computer engineering,"52.02 Business administration, management and operations",0.7990778386247293,14,52,different
14.09 Computer engineering,"52.01 Business/commerce, general",0.7934841550240223,14,52,different
14.09 Computer engineering,11.10 Computer/information technology administration and management,0.7823965450318988,14,11,different
14.09 Computer engineering,52.08 Finance and financial management services,0.7822126377850067,14,52,different
14.09 Computer engineering,11.02 Computer programming,0.7816143182915805,14,11,different
14.09 Computer engineering,45.06 Economics,0.7759514133725132,14,45,different
"14.10 Electrical, electronics and communications engineering",14.19 Mechanical engineering,0.889596784898344,14,14,same
"14.10 Electrical, electronics and communications engineering",14.01 General engineering,0.8619236265085574,14,14,same
"14.10 Electrical, electronics and communications engineering",11.07 Computer science,0.8349444677912633,14,11,different
"14.10 Electrical, electronics and communications engineering",15.03 Electrical/electronic engineering technologies/technicians,0.8341986810721619,14,15,different
"14.10 Electrical, electronics and communications engineering",14.08 Civil engineering,0.8245947950605178,14,14,same
"14.10 Electrical, electronics and communications engineering",14.09 Computer engineering,0.8170145322296619,14,14,same
"14.10 Electrical, electronics and communications engineering","11.01 Computer and information sciences and support services, general",0.7951099307462948,14,11,different
"14.10 Electrical, electronics and communications engineering",15.12 Computer engineering technologies/technicians,0.7923743629383541,14,15,different
"14.10 Electrical, electronics and communications engineering",14.35 Industrial engineering,0.7922347281676643,14,14,same
